"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A hybrid reverse engineering approach combining metrics and program visualisation","S. Demeyer; S. Ducasse; M. Lanza","Software Composition Group, University of Bern, Berne, Switzerland; Software Composition Group, University of Bern, Berne, Switzerland; Software Composition Group, University of Bern, Berne, Switzerland","Sixth Working Conference on Reverse Engineering (Cat. No.PR00303)","6 Aug 2002","1999","","","175","186","Surprising as it may seem, many of the early adopters of the object-oriented paradigm already face a number of problems typically encountered in large-scale legacy systems. Consequently, reverse engineering techniques are relevant in an object-oriented context as well. This paper investigates a hybrid approach, combining the immediate appeal of visualisations with the scalability of metrics. We validate such a hybrid approach by showing how CodeCrawler - the experimental platform we built-allowed us to understand the program structure of and identify potential design anomalies in a public-domain software system.","","0-7695-0303-9","10.1109/WCRE.1999.806958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=806958","","Reverse engineering;Visualization;Ear;Chromium;Design methodology;Large-scale systems;Displays;Humans;Rain;Software systems","reverse engineering;public domain software;software metrics;program visualisation;object-oriented programming;computer aided software engineering","hybrid reverse engineering approach;software metrics;program visualisation;object-oriented programming paradigm;large-scale legacy systems;scalability;CodeCrawler;program structure understanding;design anomalies identification;public-domain software system","","20","","34","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"QBO: a query tool specially developed to explore programs","F. Balmas","Department Informatique, Université Paris 1, France","Sixth Working Conference on Reverse Engineering (Cat. No.PR00303)","6 Aug 2002","1999","","","270","279","We introduce QBO, or Query by Outlines, a tool specially developed to help explore programs. It relies on a previously implemented system able to automatically construct outlines (F. Balmas, 1997; 1998): every linear loop identified in a program is conceptualized according to the kind of computations it performs. QBO proposes an outline storage mechanism together with a query algorithm that enables outlines to be efficiently retrieved. QBO eases exploration of programs, thus program management, clone detection or plan recognition can be envisaged at lower cost; as outlines are already computed and indexed, only high level constructs have to be checked. Therefore, answering queries is a rather fast process. We sketch our outlining model, present our query tool and discuss how query by outlines may help explore programs.","","0-7695-0303-9","10.1109/WCRE.1999.806966","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=806966","","Cloning;Ear;Programmable logic arrays;Costs;Programming profession;Large-scale systems;Performance evaluation;Identity-based encryption;Testing","software maintenance;reverse engineering;program control structures;query processing;software tools","QBO;query tool;Query by Outlines;program exploration;linear loop;outline storage mechanism;query algorithm;program management;clone detection;plan recognition;high level constructs;query answering;outlining model","","","","20","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Partial redesign of Java software systems based on clone analysis","M. Balazinska; E. Merlo; M. Dagenais; B. Lague; K. Kontogiannis","Department of Electrical and Computer Engineering, Ècole Polytechnique de Montréal, Montreal, QUE, Canada; Department of Electrical and Computer Engineering, Ècole Polytechnique de Montréal, Montreal, QUE, Canada; Department of Electrical and Computer Engineering, Ècole Polytechnique de Montréal, Montreal, QUE, Canada; Bell Canada, Quality Engineering and Research (QER) Group, Montreal, QUE, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada","Sixth Working Conference on Reverse Engineering (Cat. No.PR00303)","6 Aug 2002","1999","","","326","336","Code duplication, plausibly caused by copying source code and slightly modifying it, is often observed in large systems. Clone detection and documentation have been investigated by several researchers in past years. Recently, research focus has shifted towards the investigation of software and process restructuring actions based on clone detection. The paper presents a new redesign approach developed for Java software systems. The approach factorizes the common parts of cloned methods and parameterizes their differences using the strategy design pattern. The new entities created by such transformations are also decoupled from the original contexts of their use, thus facilitating reuse and increasing maintainability. The applicability and automation of the technique presented in the paper have been verified by partially redesigning JDK 1.1.5.","","0-7695-0303-9","10.1109/WCRE.1999.806971","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=806971","","Java;Software systems;Cloning;Pattern matching;Documentation;Design automation;Software libraries;Programming profession;Fingerprint recognition;Dynamic programming","Java;software reusability;software maintenance;systems re-engineering","partial redesign;Java software systems redesign;clone analysis;code duplication;large systems;clone detection;process restructuring actions;redesign approach;cloned methods;strategy design pattern;maintainability;partial JDK redesign","","30","","15","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Restructuring functions with low cohesion","A. Lakhotia; J. . -C. Deprez","The Center for Advanced Computer Studies, University of Southwestern Louisiana, Lafayette, LA, USA; The Center for Advanced Computer Studies, University of Southwestern Louisiana, Lafayette, LA, USA","Sixth Working Conference on Reverse Engineering (Cat. No.PR00303)","6 Aug 2002","1999","","","36","46","We present a technique for restructuring functions with low cohesion into functions with high cohesion. Such restructuring is desirable when re-architecting a legacy system into an object-oriented architecture. The restructured system has functions with higher cohesion and hence lower coupling. This enables finer-grained grouping of functions into objects. Automatically decomposing a function is difficult when its computations are interleaved. The challenge lies in programmatically identifying and separating the various activities performed by a complex code segment. The technique presented partitions the set of output variables of a function on the basis of their pairwise cohesion. Program slicing is then used to identify the statements that perform computations for each variable group in the partition. New functions corresponding to the slices are created to replace the original function. Experiences with restructuring real-world code using a tool that implements the technique are presented.","","0-7695-0303-9","10.1109/WCRE.1999.806945","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=806945","","Software systems;Computer industry;Reverse engineering;Computer architecture;Programming profession;Data processing;Algorithms;Environmental management","program slicing;software maintenance;reverse engineering;systems re-engineering","function restructuring;low cohesion;high cohesion;legacy system re-architecting;object-oriented architecture;complex code segment;output variable partitioning;pairwise cohesion;program slicing","","10","","43","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"PCI-PipeRench and the SWORDAPI: a system for stream-based reconfigurable computing","R. Laufer; R. R. Taylor; H. Schmit","Carnegie Mellon University, Pittsburgh, PA, USA; Carnegie Mellon University, Pittsburgh, PA, USA; Carnegie Mellon University, Pittsburgh, PA, USA","Seventh Annual IEEE Symposium on Field-Programmable Custom Computing Machines (Cat. No.PR00375)","6 Aug 2002","1999","","","200","208","Reconfigurable hardware accelerators have been shown to be flexible and efficient in stream-based applications. In this paper, we discuss the design of PCI-PipeRench and the SWORDAPI. PCI-PipeRench is a coprocessor utilizing the PipeRench architecture which includes on-chip control and data buffering to interface with a host processor over a PCI bus. SWORDAPI calls resemble standard C file control functions, and allow developers to create applications Independent of underlying reconfigurable hardware details. In addition, the SWORDAPI provides a cosimulation environment so that verification can be performed using unmodified application source with a hardware simulator. Efficient utilization of the bus is of critical importance in the design of such a system; various methods used to address this issue are presented.","","0-7695-0375-6","10.1109/FPGA.1999.803682","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=803682","","Hardware;Coprocessors;Pipelines;Fabrics;Streaming media;Bandwidth;Computer buffers;Standards development;Application software;Computational modeling","reconfigurable architectures;system buses;application program interfaces;coprocessors","reconfigurable hardware accelerators;PCI-PipeRench;SWORDAPI;coprocessor;cosimulation environment;reconfigurable hardware","","9","4","11","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Evidence driven object identification in procedural code","K. Kontogiannis; P. Patil","Department of Electrical & Computer Engineering, University of Waterloo, Waterloo, ONT, Canada; Department of Electrical & Computer Engineering, University of Waterloo, Waterloo, ONT, Canada","STEP '99. Proceedings Ninth International Workshop Software Technology and Engineering Practice","6 Aug 2002","1999","","","12","21","Software evolution is an integrated part of software maintenance. It may take the form of porting a legacy system to a new hardware platform operating system, translating the system to a new language or rearchitecting the system to take advantage of new programming paradigms. This paper presents techniques for the identification and recognition of object-oriented structures in legacy systems that have been implemented using a procedural language. The paper examines methods for the selection of object classes and the recovery of the possible associations between the recovered classes.","","0-7695-0328-4","10.1109/STEP.1999.798403","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=798403","","Wrapping;Data analysis;Software metrics;Object oriented modeling;Councils;Context;Control systems;Control system analysis;Encapsulation;Global communication","object-oriented programming;software maintenance;software portability;abstract data types","evidence-driven object identification;procedural code;software evolution;software maintenance;legacy system porting;hardware platform;operating system;programming language translation;system rearchitecting;programming paradigms;object-oriented structures;procedural language;object class selection;class association recovery","","8","","19","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"An approach to manage variance in legacy systems","A. Karhinen; M. Sandrini; J. Tuominen","Software Technology Laboratory,Nokia Group, Nokia Research Center, Finland; Software Technology Laboratory,Nokia Group, Nokia Research Center, Finland; Software Technology Laboratory,Nokia Group, Nokia Research Center, Finland","Proceedings of the Third European Conference on Software Maintenance and Reengineering (Cat. No. PR00090)","6 Aug 2002","1999","","","190","193","Different market areas set different requirements on software-intensive products. A careful domain analysis yields the predictable variance that can be managed at the architectural and design levels, but the unpredictable variance that is detected only during the maintenance phase is usually managed at the implementation level, due to the high costs of the system re-design or re-architecting. Thus, most legacy systems contain a lot of unpredictable variance in the source code, e.g. in the form of cluttering it with pre-processor directives. The weak overlay technique is a promising reverse engineering approach to abstracting, comprehending, maintaining and re-designing legacy software containing various types of variance.","","0-7695-0090-0","10.1109/CSMR.1999.756698","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=756698","","Telephony;Analysis of variance;Software design;Laboratories;Phase detection;Costs;Reverse engineering;Reactive power;Cultural differences;User interfaces","reverse engineering;software maintenance;systems re-engineering;configuration management","legacy systems variance management;market areas;software-intensive product requirements;domain analysis;software maintenance phase;implementation level;system redesign;system re-architecting;unpredictable source code variance;cluttering;pre-processor directives;weak overlay technique;reverse engineering;software abstraction;software comprehension","","3","","7","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Pattern-based reverse-engineering of design components","R. K. Keller; R. Schauer; S. Robitaille; P. Page","Dúpartement IRO, Universite de MontrDúpartement IROal, Montreal, QUE, Canada; Dúpartement IRO, Universite de MontrDúpartement IROal, Montreal, QUE, Canada; Dúpartement IRO, Universite de MontrDúpartement IROal, Montreal, QUE, Canada; Dúpartement IRO, Universite de MontrDúpartement IROal, Montreal, QUE, Canada","Proceedings of the 1999 International Conference on Software Engineering (IEEE Cat. No.99CB37002)","6 Aug 2002","1999","","","226","235","Many reverse-engineering tools have been developed to derive abstract representations from source code. Yet, most of these tools completely ignore recovery of the all-important rationale behind the design decisions that have lead to its physical shape. Design patterns capture the rationale behind proven design solutions and discuss the trade-offs among their alternatives. We argue that it is these patterns of thought that are at the root of many of the key elements of large-scale software systems, and that, in order to comprehend these systems, we need to recover and understand the patterns on which they were built. In this paper, we present our environment for the reverse engineering of design components based on the structural descriptions of design patterns. We give an overview of the environment, explain three case studies, and discuss how pattern-based reverse-engineering helped gain insight into the design rationale of some of the pieces of three large-scale C++ software systems.","0270-5257","1-58113-074-0","10.1145/302405.302622","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=841012","","Software systems;Large-scale systems;Visualization;Design engineering;Java;Shape;Reverse engineering;Pattern analysis;Application software;State estimation","reverse engineering;object-oriented methods;object-oriented programming;software engineering","pattern-based reverse engineering;design components;abstract representations;source code;design decisions;design patterns;structural descriptions;large-scale C++ software systems","","64","7","30","","6 Aug 2002","","","IEEE","IEEE Conferences"
"A multiparadigm language approach to teaching principles of programming languages","D. S. Westbrook","Computer Science and Elecfrical Engineering, Northern Arizona University, Flagstaff, AZ, USA","FIE'99 Frontiers in Education. 29th Annual Frontiers in Education Conference. Designing the Future of Science and Engineering Education. Conference Proceedings (IEEE Cat. No.99CH37011","6 Aug 2002","1999","1","","11B3/14","11B3/18 vol.1","This paper describes the authors' experiences in using the multiparadigm language GED to teach the principles of a programming languages course. The benefits of using a multiparadigm language include less time spent on learning new environments for different languages, easier transition to different paradigms, and opportunities for multiparadigm programming. In this paper, they give a brief description of GED (which supports the imperative, functional, logic and object-oriented paradigms), describe how it is used in their course, and discuss the advantages and disadvantages of this approach versus the traditional use of several languages.","0190-5848","0-7803-5643-8","10.1109/FIE.1999.839221","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=839221","","Education;Computer languages;Logic programming;Programming profession;Object oriented programming;Computer science;Resumes;Java;Heart;Educational programs","computer science education;programming languages;programming;teaching;educational courses;programming environments","programming languages principles teaching;computer science education;multiparadigm language approach;GED language;programming languages course;environments;multiparadigm programming","","1","","3","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A management request broker based on transactional mobile agents for IN-TINA services","K. Sammoud; N. Simoni","INFRES Department, TELECOM ParisTech, Paris, France; NA","Seamless Interconnection for Universal Services. Global Telecommunications Conference. GLOBECOM'99. (Cat. No.99CH37042)","6 Aug 2002","1999","1A","","381","385 vol. 1a","Contemporary computer networks are heterogeneous. But few programming tools embrace, or even acknowledge, this complexity. New methods and approaches are required if next-generation networks are to be configured, administered and utilized to their full potentials. The growing field of ORBs, mobile agents and transactional researches seeks to address problems in this domain. In this paper we discuss the potential uses of a management request broker (MRB) in network and service management. This MRB is based on an ORB, an environment for executing mobile agents and an integrated transaction service. The keyword of our approach is TMA (transactional mobile agent). The core of this paper comprises descriptions of the MRB functions and the potential applications of TMA in the five OSI functional areas of network and service management. Descriptions of the MRBs organization and of the platform on which it can be developed are explained. An IN-TINA integrated telecom architecture is presented as an application domain. Prospects activity in the area conclude the presentation.","","0-7803-5796-5","10.1109/GLOCOM.1999.831667","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=831667","","Mobile agents;Protocols;Communication industry;Information management;Computer network management;Conference management;Telecommunication network management;Electronic mail;Computer networks;Next generation networking","computer network management;intelligent networks;information networks;software agents;distributed object management;open systems","management request broker;transactional mobile agents;IN-TINA services;heterogeneous computer networks;programming tools;next-generation networks;network configuration;network administration;ORB;mobile agents;transactional research;network management;service management;OSI functional areas;integrated transaction service;IN-TINA integrated telecom architecture;CORBA","","1","","18","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Towards tool support for reuse","R. L. Biddle; E. D. Tempero","School of Mathematical and Computing Sciences, Victoria University of Wellington, New Zealand; School of Mathematical and Computing Sciences, Victoria University of Wellington, New Zealand","Proceedings. 1998 International Conference Software Engineering: Education and Practice (Cat. No.98EX220)","6 Aug 2002","1998","","","126","133","Many approaches are being pursued to improve the effectiveness of software development. Two important approaches are the development of tools to aid the programmer and reuse of code to reduce the programmer's work. The Renata Project at VUW has begun investigating combining both approaches. We report on our experience in developing tools that directly support the reuse of code in software development.","","0-8186-8828-9","10.1109/SEEP.1998.707642","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=707642","","Programming profession;Electrical capacitance tomography;Productivity;Prototypes;Application software;Production;Software reusability;Life testing;Software testing;Code standards","software reusability;software tools","tool support;software reuse;software development;code reuse;Renata Project","","2","","12","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Change and adaptive maintenance detection in Java software systems","D. Rayside; S. Kerr; K. Kontogiannis","Electrical & Computer Engineering, University of Waterloo, Canada; Object Technology International, Inc., Ottawa, Canada; Systems Design Engineering, University of Waterloo, Canada","Proceedings Fifth Working Conference on Reverse Engineering (Cat. No.98TB100261)","6 Aug 2002","1998","","","10","19","Java is a relatively new programming language that is gaining popularity due to its network-centric features and platform independence (Write Once, Run Anywhere). This popularity has caused rapid evolution in the libraries that are available for Java applications. This evolution, in combination with Java's run-time linking, may cause incompatibilities between an application and the library it depends on: an application may execute with a different library version than the one it was compiled for. This paper presents techniques to automatically detect change in a library from its bytecode (binary) representation, and to apply the impact of those changes to any Java application. This paper also includes results of change detection experiments performed on the standard Java library (JDK).","","0-8186-8967-6","10.1109/WCRE.1998.723171","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=723171","","Java;Software systems;Application software;Software libraries;Design engineering;Systems engineering and theory;Intelligent networks;Computer networks;Computer languages;Runtime","object-oriented languages;object-oriented programming;software maintenance;reverse engineering;software libraries","adaptive maintenance detection;change detection;Java;programming language;platform independence;software libraries;run-time linking;bytecode representation;standard Java library;JDK","","5","1","28","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Outlining C loops: preliminary results and trends","F. Balmas","Département Informatique, Université Paris 1, France","Proceedings Fifth Working Conference on Reverse Engineering (Cat. No.98TB100261)","6 Aug 2002","1998","","","115","124","We report on a system developed to construct outlines of loops in C programs. It is derived from a model and a system previously defined to outline LISP loops, that have both been enhanced to handle those constructs of an imperative language like C that were out of scope in (pure functional) LISP, especially: iterative control flow structures, variable assignments, and manipulations of arrays, structures or pointers. In this paper, we first introduce our model for C loop outlining. Then we present the architecture of our system and describe the main steps of the outline construction process. We then discuss results obtained from the application of our system to two real-world programs and finally we show that this experiment gives a preview of the use of outlines as indexes for browsing and querying large scale programs.","","0-8186-8967-6","10.1109/WCRE.1998.723181","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=723181","","Large-scale systems;Reverse engineering;Programming profession;Visualization;Taxonomy;Computational modeling;Data mining;System testing;Lab-on-a-chip;Performance evaluation","systems re-engineering;C language;program control structures","C loops outlining;LISP loops;imperative language;iterative control flow structures;variable assignments;real-world programs;indexes;browsing;large scale programs querying","","2","1","24","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
